"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","Country","code","P2","rank"
"1",0.144593365155704,-0.0816431923111539,0.309663586302068,0.686921374683444,0.667930921315261,0.411188222195322,0.331531422839221,0.0948550831366455,-0.00854854182699151,-0.063779715226963,-0.0721523824514001,-0.0955775288482126,-0.0948758806578752,-0.0849245146744134,-0.0884229504082275,-0.093512515185158,-0.0956556680894526,-0.095174858123109,-0.0957346618028575,-0.0927448199729499,-0.0878095641606923,-0.0916758369977366,-0.0843828520295812,-0.0953793312314568,-0.0770455871629691,-0.0696068528829253,-0.0738027511931075,-0.062096675980203,-0.0771202155919585,-0.0796261653199052,-0.0492626591453403,0.0416056236405336,0.21229208655467,0.646799541700421,0.933430993146662,0.895259485874905,0.68544334800134,0.481986416904708,0.296172816929502,0.151683377769917,0.154789621927143,0.168989844525014,0.136109011649012,0.107776079796916,0.0954259868977598,0.113492792887511,0.0677943163097408,0.0125333976044887,0.000320499048772703,-0.0319543139080295,-0.0238774886823952,-0.00569133076097405,-0.0238916213847493,-0.0444851387442104,-0.0331394161646743,-0.0389163928157563,-0.0394433874335307,-0.0406917609009393,-0.0536664865201458,-0.0737848444159632,-0.0850400427303305,-0.0649431965817754,-0.0781815705583331,-0.0883705438375986,-0.0877715366768609,-0.0908218195890701,-0.0920173098563229,-0.0954324087096542,-0.0951689059923971,-0.0954427341334526,-0.0943245907079547,-0.0907472842975376,-0.0887144065333184,-0.091428766713176,-0.0958779176281181,-0.0959408282439713,-0.0911538674837948,-0.0851890450035692,-0.112021468535684,-0.137946048565675,"SVI","CH01",1,6
"2",0.170291710660686,-0.115557877565084,0.0422695634427378,0.162985291083743,0.217385244739115,0.170081381438214,0.0483207353918196,-0.0657830607348686,-0.114786644968284,-0.127703095179171,-0.131910209564182,-0.135759596033772,-0.139878585300158,-0.140153281049223,-0.138211923654907,-0.138511727580736,-0.140075859754031,-0.140005695615058,-0.138005689032358,-0.137437140590954,-0.134392116378325,-0.132952958003771,-0.138044768873288,-0.139094515643892,-0.135471751762818,-0.118824559864031,-0.0956797036852783,-0.096586726067673,-0.125549880021115,-0.138909252800665,-0.108075981101978,0.0279924518810396,0.32594471860474,0.675331424455232,0.876203539485793,0.856474642219417,0.755427750622781,0.684732512531308,0.641692143940822,0.610693988999789,0.542701638810102,0.470693871789649,0.364142743637356,0.308148971808938,0.257507723799212,0.169113986773399,0.0596831377979345,0.0235574747146657,-0.00563473700481041,-0.019742355219346,-0.0306700567324923,-0.0638761878614131,-0.0885004252916222,-0.0773687325391544,-0.074232871110448,-0.0853115974589464,-0.0922149048226865,-0.0941588543046938,-0.0886692753853338,-0.0961252206240115,-0.104015030598011,-0.102951401760154,-0.109170341041739,-0.120080814167324,-0.125105992368326,-0.124845775190498,-0.131633488524777,-0.13641439456129,-0.134691126918102,-0.131277403102555,-0.132651117051837,-0.140733297890367,-0.136891529312158,-0.108714204672767,-0.0625778103952267,-0.0399130036367076,-0.0510060477038494,-0.0782689032647191,-0.129475731239569,-0.175086922377952,"SVI","CH02",1,6
"3",0.12785822282823,-0.0999851898839317,0.0745848989495851,0.166003167479744,0.108658881403635,0.0366329568285883,0.0286495735618408,-0.0134255481408423,-0.0609655166288004,-0.0777754865475523,-0.0905241549368665,-0.0948411661982796,-0.0987128799361806,-0.0977743096670622,-0.092818104194457,-0.0953756092235561,-0.0989365101527653,-0.0990502596687488,-0.0933702878497916,-0.0801202134430689,-0.0864403332661752,-0.0913424083114001,-0.0886535352043541,-0.0883040486230433,-0.0897107705605706,-0.0879422835378872,-0.0841566835464181,-0.087694385955808,-0.0923093205616637,-0.0946469635897452,-0.0921178631173787,-0.0744573257989036,0.0370318888447412,0.131818590729844,0.192670805687937,0.328107582468856,0.387993319721863,0.471762539687814,0.682156464917381,0.920964116589024,0.89864163462198,0.701657548030987,0.404354376480814,0.243490901469163,0.199082124053126,0.1723706202223,0.0759718302906184,-0.00602405753441267,-0.0371039650630484,-0.0570524108970847,-0.0811913836234511,-0.0749520362136098,-0.0335491571160287,0.0181209079509211,0.00779643132093702,-0.0367892532822293,-0.0432545725718657,-0.0200496551522667,-0.0372896301995717,-0.0622033261796482,-0.0538857891523196,-0.0781432703806136,-0.0779572272050404,-0.0743959911052872,-0.0890399236473113,-0.0958429369441791,-0.0992049624864472,-0.0993372212419474,-0.0990923647193933,-0.0936637981024557,-0.0794626490171142,-0.0817766238937862,-0.0778969893809254,-0.0436301312063935,-0.0350760032757745,-0.0585399555939846,-0.0637739522849393,-0.0749916647723331,-0.0587390749354748,-0.0437990150232268,"SVI","CH03",1,6
"4",0.152660289996325,-0.114919637140635,-0.00286330647868475,0.0966188310730009,0.122585282370107,0.0888526136516813,0.00125815561299974,-0.0656271934635686,-0.108465054833856,-0.11584406528833,-0.112751185916315,-0.122819527859473,-0.127022236638657,-0.127652313283625,-0.126590298604265,-0.121959717969403,-0.116499103915441,-0.11349957384144,-0.114691191649793,-0.117707555038569,-0.117353296592969,-0.114863287579019,-0.119491962604014,-0.115933719121935,-0.117352290389689,-0.11419799820966,-0.115258283249835,-0.119243545864905,-0.117106862091015,-0.120249394688784,-0.10541090858161,-0.0590558418890267,0.0559288917334863,0.166088128953962,0.294995558900883,0.401870147241836,0.490902833436338,0.593198779554025,0.789588563433599,0.884206016083893,0.869479637237258,0.661313617896575,0.43299413355022,0.367073713582274,0.293943893763311,0.19172608864365,0.144166294333362,0.0564505186958778,-0.0156109222606495,-0.0508278784687892,-0.0488052971593543,-0.00250319075015068,0.00235473465498647,-0.0113819170289635,-0.0282774852950435,-0.0463868852518561,-0.0480067432536751,-0.0549170458225196,-0.06397099409735,-0.0760581715581311,-0.0846694073094909,-0.0944664437832867,-0.0991421443765818,-0.0932167377302278,-0.0910668206867923,-0.104452506852787,-0.116989567038631,-0.123931363249653,-0.123716787128486,-0.125441193688342,-0.11975519017139,-0.116438051472044,-0.108435151918728,-0.0839176917034225,-0.0555686589970163,-0.0269199138671621,-0.0388368248519985,-0.0689798481781501,-0.111214133294744,-0.159021320647132,"SVI","CH04",1,6
"5",0.203732150222218,-0.0971616604954958,0.0316953106655548,0.106398156826807,0.0814467696636414,0.0546269743673627,0.00842217574515654,-0.0622097161035743,-0.113167679642336,-0.138769664418616,-0.151460283345624,-0.154998772895085,-0.152642166288156,-0.152223677955911,-0.155105285726947,-0.15744152252006,-0.157902985239818,-0.157871240320044,-0.152868872286106,-0.150666120168774,-0.15541304099636,-0.158646956727565,-0.158045821375792,-0.159684359469259,-0.161213723152067,-0.162014265382825,-0.164161441568201,-0.17005751521438,-0.179468469673168,-0.180639572731228,-0.143775225425426,-0.00957187829492613,0.248396070221714,0.526393426512078,0.644016641530889,0.61346991506857,0.621885354310453,0.706681857206123,0.794017165985613,0.832761602067802,0.799621250045848,0.732112111655882,0.687048695458593,0.587190437365099,0.391218399009475,0.223690801433524,0.108535941211497,0.0350476349646058,-0.0133500025432337,-0.0494385585581969,-0.0677848517936318,-0.0800930669222513,-0.0898191658479257,-0.0832136129082521,-0.0779846105659447,-0.100124336389635,-0.104302192570978,-0.0809987330654018,-0.0789015398367133,-0.101230825620405,-0.118359858534441,-0.127732129201943,-0.135141593148575,-0.129095910555265,-0.135169522001369,-0.144271064509802,-0.152650354107497,-0.157646892521771,-0.158182897394548,-0.159414406157707,-0.159046987157854,-0.155641089382136,-0.141780653163302,-0.117762869030166,-0.0936838330590996,-0.0859561098684569,-0.0691351139765563,-0.0540258873446099,-0.0507284919961402,-0.049300494782594,"SVI","CH05",1,6
"6",0.18442620173799,-0.115093535243157,-0.0469206155933454,0.00394823394409317,0.0328680460911633,0.0295885231497993,-0.00289861268325025,-0.0442869303226086,-0.0881539551537622,-0.124551974796585,-0.146810966217822,-0.158984277818767,-0.163648939439185,-0.163983245849806,-0.16214279297412,-0.15918775587334,-0.155473458769325,-0.15130319335294,-0.148015040011437,-0.148088551491221,-0.149632140118217,-0.152335521242843,-0.155836359392302,-0.158679335569964,-0.160829711753171,-0.162014806231296,-0.16232545660434,-0.158189085873923,-0.138437877161822,-0.093101472855578,-0.0114359429409963,0.100288496823286,0.22488826249517,0.360837846033988,0.495099839732492,0.61833263848115,0.72855531307486,0.817443598856864,0.844025559838532,0.823702328694687,0.75514767212252,0.664521956479246,0.584221633614239,0.507128583297455,0.40762049372731,0.271486128899541,0.137390477303555,0.0261722172755064,-0.0610312460404462,-0.116957477478907,-0.145970907104845,-0.153631517582699,-0.148937050178602,-0.131019484186624,-0.101318360636403,-0.0708978263768218,-0.0465709460969015,-0.0347043777037521,-0.0340600279968436,-0.0437303366036659,-0.0607060342372095,-0.0799244076591699,-0.100231284539576,-0.116805001615326,-0.130904170419657,-0.143667005210452,-0.153006058610298,-0.156977262525457,-0.156069877663548,-0.151152820577242,-0.144443935877694,-0.138463836156245,-0.131028621806985,-0.126798297509825,-0.126067024598019,-0.124779137548734,-0.120128382503652,-0.115986502547095,-0.118819646124823,-0.121503600919432,"SVI","CH06",1,6
"7",0.173092127660245,0.260622783153873,0.647555806174194,0.895311991327795,0.787241272704767,0.458137051917456,0.209347475563251,0.0736623971207433,-0.00779593299315557,-0.0836152931020232,-0.110559439595466,-0.136805058422767,-0.144943532727001,-0.143115644070917,-0.151277669157746,-0.154145850592049,-0.15443031868215,-0.15408030111158,-0.153909395315532,-0.153881933924519,-0.153895883944647,-0.153906499420854,-0.153912595965817,-0.153915747224672,-0.153897671985146,-0.153819916776245,-0.153710913683789,-0.153940776917455,-0.155367231400028,-0.158092121133197,-0.155797816240707,-0.131039961461937,-0.0304257089763476,0.168584490578968,0.356418095058336,0.529569901934857,0.548489995553776,0.545162622806334,0.581035605648951,0.563649098837983,0.505221690815914,0.535080737263942,0.489649495319415,0.397594474351388,0.260467212158609,0.106662807615743,-0.0226020145742757,-0.0990737493216248,-0.123224031118045,-0.111772574935289,-0.095997354107272,-0.0882520427005008,-0.0985480443287627,-0.115221883945213,-0.117864572140227,-0.11843643727214,-0.114299205121689,-0.0970682429552395,-0.105841538231146,-0.139159211061238,-0.134590981539505,-0.134101915821949,-0.146579813775036,-0.153947432456327,-0.154856998578013,-0.154335816072722,-0.154064840015966,-0.154238772661394,-0.154046409378206,-0.152088924179305,-0.146093926351256,-0.148001157041441,-0.146242431872108,-0.150074547999676,-0.145080460632558,-0.141291213945386,-0.141884333898526,-0.127589296418506,-0.103466207718459,-0.0768320070977992,"SVI","CH07",2,4
"8",0.226332795488117,0.0189017923907147,0.410551545953265,0.645131046465906,0.488749919639434,0.211184199914327,0.00699691962022011,-0.10908186894755,-0.131458014361,-0.134562920185565,-0.143563475733167,-0.163981387976567,-0.178607565121482,-0.184555394434837,-0.18359894185018,-0.180772102475187,-0.178481815993298,-0.179692491498104,-0.176842316692556,-0.181334424903492,-0.184420354701943,-0.185214875770694,-0.187234114003225,-0.18706322085992,-0.183230128831573,-0.176765509149938,-0.178410691796762,-0.174833450301281,-0.152702793183924,-0.0920181530774314,-0.020296339206412,0.0327535513578695,0.150437255656637,0.214654325932935,0.392099589730552,0.577128092686014,0.525210406203618,0.64120444212,0.770319013831577,0.83720791851876,0.754289753260207,0.657332786859535,0.617360594809051,0.465858267405702,0.255693184179391,0.103725164947851,0.0562813049585629,0.0406270344416753,0.00573723520848561,-0.0429232321124327,-0.0452074672287996,-0.00197777295196693,0.0769014123461681,0.170968183667033,0.130066925663222,0.127091416582762,0.177005395961939,0.173785875013848,0.130666560169363,0.0169258050708361,-0.0955410826355208,-0.146730862931219,-0.154678616612389,-0.159991886152091,-0.172007082838951,-0.172303394972882,-0.18071317431926,-0.187093277792057,-0.18779415515437,-0.186989269366128,-0.183737084940168,-0.179297469427435,-0.16647566369912,-0.142125843214396,-0.120740258410976,-0.112961834954739,-0.129549539310384,-0.159710535433246,-0.204292413651156,-0.249494377734302,"GER","DE11",2,4
"9",0.170377367264878,-0.0840549889154228,0.0908704256469164,0.21355369212599,0.207315149573464,0.104497457607331,-0.016040086799502,-0.0922075316687868,-0.124027699001256,-0.129053846419574,-0.133103375425427,-0.136888005776176,-0.136741843662826,-0.137474146571038,-0.138617823055451,-0.138112589500387,-0.138281084486928,-0.137938465598702,-0.13708031292812,-0.135800104075123,-0.138444726175856,-0.141178829093104,-0.142236240913241,-0.141396227871138,-0.13815612277949,-0.133385420523945,-0.130958387492095,-0.12606940513402,-0.116418453909041,-0.103276953419362,-0.0705607105177774,0.00241701271542301,0.0818826901695991,0.166321195513513,0.278488164514139,0.389768053423148,0.541407581903136,0.698092349361288,0.827463684212417,0.87964625692037,0.79891158525861,0.650364877072945,0.508965264154619,0.396081663446031,0.254877300953377,0.111128211260531,0.0201746000428373,-0.0315573584402815,-0.0533645122609399,-0.0553807290665365,-0.0424984635689542,-0.0147887161681162,0.029581086543826,0.0660722979670022,0.0833439086106843,0.0982648213159224,0.106883796944798,0.0851645637776467,0.0412183288013917,-0.00559770239834263,-0.060178976473377,-0.0981043126415886,-0.120666887733636,-0.130838647520973,-0.134704878743892,-0.13645173168876,-0.134712030194608,-0.137704768336835,-0.140584189767093,-0.139357728484077,-0.133764490818778,-0.122201684533831,-0.109545340187182,-0.101242319863364,-0.0931474089319361,-0.093072337611648,-0.100918399541894,-0.121240152380383,-0.157236543853288,-0.191698383484477,"GER","DE12",3,1
"10",0.190290230226426,0.13271877032275,0.387451555038765,0.534630901451216,0.399403280510626,0.224543061731172,0.0799674108598531,-0.0406210193414,-0.119533832953815,-0.137854655304478,-0.141819925607741,-0.157751831614547,-0.164990981897356,-0.172967708692764,-0.172231208887653,-0.172725280243743,-0.173780903821267,-0.173413797611752,-0.169214623061688,-0.169894917424018,-0.17639379053424,-0.178469297635431,-0.177370839373369,-0.176434735004513,-0.177854773303051,-0.174739454927613,-0.168011339123908,-0.162422356077995,-0.160499868896305,-0.169814732605901,-0.155169445855108,-0.105070812074085,-0.0236970647136008,0.0513661966975025,0.178275789319271,0.375228994379935,0.500747811578627,0.612196137688793,0.766459705424036,0.851444459409642,0.747334178300754,0.548020304519004,0.427476277103219,0.327006193892854,0.243240141345307,0.192620535640972,0.0922438411409994,-0.0209810111748155,-0.0169557717338744,0.0163677411744316,0.0059380826208606,0.0150178498479892,0.0200375227958205,0.0319959870576636,0.0399258083194864,0.0249422479905017,0.00045154950526783,-9.68875287923375e-05,-0.044817660338615,-0.085929175047711,-0.104679468434596,-0.114644534101089,-0.124745958435281,-0.149898202971589,-0.168439509605733,-0.178158821069945,-0.180313990687165,-0.179273794213081,-0.176884409152183,-0.173585339527618,-0.175975142973908,-0.17530106873435,-0.165451325472565,-0.138064452518786,-0.105416418116355,-0.104369072767997,-0.137250415269695,-0.160725549394077,-0.17348059495723,-0.189828389017471,"GER","DE13",2,4
